begin,end,sampledSeconds,nVehEntered,nVehLeft,nVehSeen,meanSpeed,meanTimeLoss
405,450,191.9378824,16,6,22,42.79092742,0.640477877
450,495,48.89860706,2,3,5,37.57964544,0.504237091
495,540,134.9559222,8,8,16,43.836336,0.667808443
540,585,69.88665284,4,2,6,34.15284,0.414648643
585,630,255.3286828,14,11,25,36.92171635,0.487036568
630,675,138.4103859,5,7,12,33.6325464,0.401046384
675,720,222.6033249,14,8,22,37.30951505,0.497174957
720,765,183.5234265,10,7,17,34.79668518,0.431480964
765,810,211.294619,7,11,19,35.06502619,0.438496319
810,855,143.2609248,10,4,14,37.85224114,0.511363678
855,900,148.5794138,6,8,16,39.6611856,0.558655691
900,945,82.94982779,3,5,8,36.3487716,0.472057827
0,45,44.18342171,3,1,4,35.291268,0.431871418
45,90,77.96141452,4,5,9,42.2001696,0.610038943
90,135,136.2336127,5,9,14,38.11872343,0.504786154
135,180,166.3802827,10,4,14,32.4136512,0.357663114
180,225,62.66402121,3,4,7,41.96625737,0.604006788
225,270,161.2106625,13,3,16,38.5789932,0.516655642
270,315,198.1782057,9,9,18,34.8837504,0.421362308
315,360,236.2038619,16,8,25,39.95635392,0.552175174
360,405,107.1920693,5,6,11,38.34395084,0.510594343
405,450,144.3513011,11,6,17,43.58912527,0.645857487
450,495,79.65178734,1,8,9,41.062656,0.580704615
495,540,142.0948746,15,2,17,44.63025035,0.672706137
540,585,73.6682645,1,5,6,31.738824,0.340260595
585,630,329.6608483,17,14,32,38.1284226,0.505036277
630,675,121.4544131,4,6,10,32.19200064,0.351947165
675,720,253.6233852,14,11,26,38.62003569,0.51771405
720,765,175.3326349,12,2,14,30.93702583,0.319583734
765,810,204.5367781,13,7,20,36.37428336,0.459800339
810,855,113.1403447,7,4,11,38.82475898,0.522993477
855,900,92.48738534,3,7,10,39.53829024,0.541394101
900,945,51.16870302,2,4,6,42.8286672,0.626246709
0,45,58.29046596,4,2,6,39.3228576,0.52851536
45,90,97.05669899,6,3,9,35.954208,0.442271595
90,135,147.4563656,9,5,14,35.76349029,0.437388863
135,180,206.1777885,13,6,19,35.78403335,0.437914804
180,225,128.5182111,9,4,13,40.10896025,0.548641066
225,270,168.2389007,10,5,15,34.4070432,0.402661267
270,315,215.1976397,14,6,20,36.31338432,0.451467184
315,360,224.7735801,15,8,23,37.82705823,0.490220083
360,405,118.0790713,4,7,12,39.4636752,0.532120555
405,450,203.6760004,13,8,22,41.33902647,0.580133074
450,495,87.29991251,3,5,8,34.8784164,0.414729307
495,540,122.6106142,13,2,15,45.37106496,0.683360842
540,585,61.11976019,1,4,5,35.39386368,0.427925727
585,630,265.9584397,12,10,23,35.20169656,0.423005887
630,675,239.6063008,12,9,22,36.34889629,0.452376358
675,720,232.2478388,14,10,24,38.5986528,0.509974355
720,765,215.3752553,9,8,18,33.6755232,0.383932979
765,810,158.7401508,6,10,16,38.8930896,0.517512491
810,855,146.3484369,7,6,13,33.92958572,0.390437458
855,900,78.7387988,5,3,8,37.8026676,0.489595637
900,945,63.7726754,5,2,7,41.85182674,0.593261725
0,45,60.9474515,2,3,5,32.05593792,0.353213078
45,90,59.2205609,2,4,6,40.6889712,0.577128589
90,135,227.2722432,13,9,22,37.20377716,0.486732899
135,180,187.0807433,9,8,17,35.04002315,0.430611479
180,225,158.5363382,7,6,13,33.25349243,0.384274123
225,270,136.7836367,8,5,13,37.33706215,0.49018992
270,315,206.246883,7,9,16,29.9200824,0.297815263
315,360,296.2392372,19,9,28,36.44106069,0.466950275
360,405,92.89362193,5,3,8,35.099244,0.432147494
405,450,177.9330494,12,8,21,43.77102171,0.657067922
450,495,151.7175128,10,4,14,36.89917509,0.478832416
495,540,101.5595642,9,3,12,43.7695848,0.657030652
540,585,116.4399168,6,5,11,38.78785047,0.527819105
585,630,170.2594025,10,6,16,37.4487948,0.493087936
630,675,196.4247042,10,8,18,35.838384,0.451318613
675,720,187.1327758,9,9,18,37.4562624,0.493281624
720,765,205.411736,11,8,19,36.91423175,0.479222942
765,810,117.5433827,9,3,12,38.9607552,0.532303745
810,855,114.0907766,5,7,12,39.7407384,0.552534217
855,900,89.29759908,1,6,7,31.17058971,0.330249748
900,945,69.9570127,6,2,8,42.2233344,0.616925461
945,990,9.336482342,0,1,1,38.5584192,0.521868332
0,45,88.57758602,3,3,6,26.718768,0.212256752
45,90,116.041868,7,2,9,30.3812448,0.306904409
90,135,287.5806799,14,8,22,29.33478327,0.279861198
135,180,108.1747295,7,3,11,38.70605324,0.522038499
180,225,261.3835238,12,9,21,30.95374629,0.321699294
225,270,159.6207574,11,4,15,37.17365184,0.482437374
270,315,341.1617127,15,12,27,30.0971712,0.299563229
315,360,235.318488,19,6,25,40.39131571,0.56558994
360,405,151.0362769,0,10,11,28.67890909,0.262911752
405,450,117.7564223,9,5,14,44.6154048,0.674751078
450,495,185.1626831,3,9,13,25.74472098,0.187084916
495,540,128.7476438,10,3,13,39.37378265,0.539294314
540,585,99.94988611,2,4,9,37.837872,0.499602501
585,630,243.7507627,5,14,19,31.0420512,0.323981316
630,675,191.1315349,16,1,17,35.49636254,0.439091979
675,720,354.469134,10,18,28,29.88794777,0.294156367
720,765,172.5227814,8,8,17,39.06252254,0.531250566
765,810,248.7673672,9,10,21,31.87180389,0.345424223
810,855,71.58135576,2,2,6,35.3470464,0.435233273
855,900,203.0282396,4,8,14,26.44366423,0.205147375
900,945,105.8974987,9,4,13,44.63397415,0.675230957
1170,1215,0.36,0,1,1,24.15,0.01
0,45,1.22,1,0,1,19.46,0.01
45,90,0.25,0,1,1,28.04,0.01
360,405,0.1,0,1,1,21.42,0.01
1890,1935,0.76,0,1,1,27.88,0.01
1125,1170,0.43,0,1,1,6.46,0.01
450,495,1,1,0,1,29.95,0.01
810,855,0.32,1,1,1,29.65,0.01
855,900,0.65,1,1,1,31.89,0.01
855,900,0.28,0,1,1,6.47,0.01
810,855,0.04,1,1,1,18.32,0.01
675,720,0.96,1,1,1,24.02,0.01
90,135,0.78,1,1,1,23.54,0.01
855,900,1.6,2,2,2,31.9,0.01
1665,1710,0.55,0,1,1,25.34,0.02
405,450,0.37,0,1,1,21.56,0.02
855,900,0.4,0,1,1,24.72,0.02
1935,1980,1,0,1,1,19.11,0.02
315,360,2.19,1,1,2,13.92,0.02
990,1035,2.61,1,1,1,29.65,0.02
1305,1350,3.27,1,1,1,32.06,0.02
225,270,2.28,1,1,1,29.3,0.02
855,900,1.01,0,1,1,20.27,0.02
90,135,4.98,2,1,2,23.54,0.03
585,630,6.94,2,2,2,30.26,0.03
630,675,0.8,1,1,1,27.09,0.03
675,720,1.03,0,1,1,27.43,0.03
1755,1800,1.87,2,0,2,22.43,0.03
315,360,0.21,1,1,1,22.78,0.03
900,945,1.31,1,1,1,22.86,0.03
45,90,2.04,1,1,1,14.18,0.03
1170,1215,1.69,1,0,1,14.39,0.03
1080,1125,4.05,1,1,1,25.96,0.03
1035,1080,0.55,0,1,1,21.5,0.03
540,585,2.02,1,1,2,27.61,0.03
225,270,3.38,1,1,1,31.07,0.03
810,855,0.77,0,1,1,10.27,0.03
1530,1575,3.26,1,1,1,32.21,0.03
90,135,0.65,1,1,1,27.15,0.03
1440,1485,1.04,0,1,1,7.33,0.03
1485,1530,1.5,0,1,1,20.07,0.03
585,630,0.4,0,1,1,21.87,0.03
495,540,0.83,0,1,1,30.2,0.03
1305,1350,1.02,0,1,1,26.09,0.03
270,315,3.39,1,1,1,30.95,0.04
135,180,0.83,1,1,1,27.56,0.04
0,45,1.29,1,1,1,31.1,0.04
495,540,3.25,1,1,1,32.33,0.04
135,180,2.98,3,3,3,20.7,0.04
810,855,5.9,2,2,2,32.64,0.04
225,270,2.23,1,1,1,25.1,0.04
1035,1080,2.3,1,1,1,28.23,0.04
1035,1080,0.1,0,1,1,14.96,0.04
585,630,0.38,0,1,1,24.61,0.04
450,495,2.7,1,1,1,27.78,0.04
945,990,0.08,0,1,1,13.09,0.04
360,405,0.96,1,1,1,12.69,0.04
0,45,3.66,1,1,1,28.7,0.04
1395,1440,1.53,0,1,1,24.61,0.04
1215,1260,1.31,1,0,1,20.8,0.05
1800,1845,3.9,1,1,1,26.9,0.05
1305,1350,4.39,1,1,1,23.3,0.05
0,45,3.73,1,1,1,28.12,0.05
585,630,2.76,1,1,1,28.69,0.05
495,540,2.24,1,1,1,30.73,0.05
315,360,3.39,1,1,1,31.02,0.05
675,720,1.22,1,0,1,25.75,0.05
450,495,3.7,1,1,1,28.37,0.05
90,135,0.97,1,0,1,13.25,0.05
0,45,3.41,1,1,1,30.75,0.05
90,135,3.76,1,1,1,27.91,0.05
495,540,1.69,1,1,1,30.24,0.05
0,45,3.66,1,1,1,28.69,0.05
1395,1440,3.5,1,1,1,29.99,0.05
1215,1260,3.83,1,1,1,27.43,0.06
1125,1170,7.2,2,2,2,29.17,0.06
1575,1620,4.28,1,1,1,24.55,0.06
1800,1845,4.59,1,1,1,22.89,0.06
45,90,2.23,1,1,1,27.61,0.06
495,540,0.24,1,1,1,21.8,0.06
1530,1575,2.39,0,1,1,22.87,0.06
1035,1080,3.72,1,1,1,28.24,0.06
630,675,2.36,1,1,1,27.85,0.06
450,495,5.58,2,1,2,24.71,0.06
585,630,5.79,1,2,2,26.89,0.06
900,945,3.03,1,1,1,34.66,0.06
1530,1575,3.51,1,1,1,29.93,0.06
675,720,4.67,1,2,2,20.84,0.06
0,45,2.52,1,1,1,31.76,0.06
1215,1260,1.82,0,1,1,24.8,0.06
765,810,2.8,1,1,1,28.52,0.06
1350,1395,6.99,2,2,2,30.06,0.07
90,135,2.33,1,1,1,22.21,0.07
1350,1395,6.98,2,2,2,30.09,0.07
1620,1665,3.77,1,1,1,27.88,0.07
675,720,3.86,1,1,1,27.23,0.07
1395,1440,6.99,2,2,2,30.06,0.07
1125,1170,2.23,1,0,1,20.91,0.07
405,450,2.2,2,0,2,17.32,0.07
90,135,3.35,1,1,1,31.38,0.07
45,90,1.22,0,1,1,9.71,0.07
675,720,4.8,1,1,1,21.86,0.07
45,90,1.51,1,1,1,19.16,0.07
765,810,2.78,1,1,1,30.53,0.07
1575,1620,4.74,1,1,1,22.15,0.07
855,900,2.01,1,1,1,27.05,0.07
180,225,3.61,1,1,1,29.12,0.07
1485,1530,3.65,1,1,1,28.76,0.07
900,945,2,1,0,1,20.64,0.07
720,765,3.04,1,1,1,27.93,0.07
1035,1080,0.29,0,1,1,23.24,0.07
990,1035,3.56,1,1,1,28.1,0.07
0,45,4.09,1,1,1,25.7,0.07
855,900,2.75,1,1,1,22.78,0.07
0,45,3.68,1,1,1,28.51,0.07
945,990,0.4,0,1,1,22.36,0.07
0,45,3.68,1,1,1,28.51,0.07
630,675,4.05,1,1,1,25.95,0.07
270,315,3.8,1,1,1,27.6,0.08
90,135,3.73,1,1,1,28.17,0.08
1080,1125,4.01,1,1,1,26.19,0.08
1260,1305,7.08,2,2,2,29.67,0.08
270,315,3.97,1,1,1,26.43,0.08
1260,1305,7.24,2,2,2,29.02,0.08
1395,1440,7,2,2,2,30,0.08
945,990,3,1,1,1,27.81,0.08
1530,1575,3.48,1,1,1,30.18,0.08
765,810,5.77,2,2,2,27.06,0.08
495,540,3.28,1,1,1,32.01,0.08
630,675,11.66,3,3,3,27.02,0.08
45,90,2.14,1,1,1,22.34,0.08
270,315,2.85,1,1,1,21.46,0.08
675,720,4.51,2,1,2,24.04,0.08
1485,1530,1.5,1,0,1,20.37,0.08
720,765,1.91,0,1,1,19.57,0.08
765,810,2.45,1,1,1,26.22,0.08
1080,1125,7.33,2,2,2,28.66,0.08
990,1035,3.99,1,1,1,26.35,0.08
1845,1890,4.27,1,1,1,24.58,0.08
855,900,4.94,1,1,1,21.25,0.08
0,45,3.45,1,1,1,30.47,0.08
810,855,8.2,2,2,2,25.6,0.08
1080,1125,3.53,1,1,1,29.72,0.08
720,765,3.63,1,1,1,28.96,0.08
720,765,3.17,1,1,1,26.8,0.08
0,45,1,1,0,1,12.2,0.08
495,540,6.26,1,2,2,24.19,0.08
990,1035,3.08,2,0,2,13.26,0.08
1440,1485,10.7,3,3,3,29.44,0.08
1260,1305,7.08,2,2,2,29.64,0.08
1170,1215,7.42,2,2,2,28.29,0.09
1530,1575,4.58,1,1,1,22.91,0.09
405,450,3.51,1,1,1,29.93,0.09
1755,1800,4.77,1,1,1,22.03,0.09
1845,1890,3.19,1,0,1,16.35,0.09
1980,2025,5.04,1,1,1,20.84,0.09
90,135,6.95,2,1,2,27.78,0.09
675,720,4.35,1,1,1,24.13,0.09
990,1035,5.31,2,2,2,26.57,0.09
495,540,5.41,1,1,1,19.42,0.09
0,45,3.47,1,0,1,28.29,0.09
1620,1665,4.53,1,1,1,23.18,0.09
855,900,3.81,1,1,1,27.59,0.09
1080,1125,0.35,1,0,1,20.11,0.09
1260,1305,3.91,1,1,1,26.82,0.09
1440,1485,4.46,1,1,1,23.53,0.09
540,585,2.29,1,1,1,28.41,0.09
1035,1080,3.75,1,1,1,27.97,0.09
1170,1215,3.39,1,1,1,30.93,0.09
540,585,3.64,1,1,1,28.82,0.09
720,765,2.83,0,1,1,26.01,0.09
900,945,3.74,1,1,1,28.06,0.09
315,360,3.85,1,1,1,27.25,0.09
675,720,14.19,3,4,4,23.34,0.09
765,810,4,1,1,1,26.28,0.09
270,315,3.53,1,1,1,29.77,0.09
1125,1170,2.31,0,1,1,21.5,0.09
1620,1665,4.18,1,1,1,24.86,0.09
0,45,2.15,1,1,1,19.97,0.09
675,720,3.38,1,1,1,25.17,0.09
990,1035,2.9,1,1,1,29.34,0.09
90,135,3.58,1,1,1,29.29,0.09
720,765,5.29,1,1,1,19.1,0.09
1035,1080,1.31,0,1,1,14.13,0.09
1800,1845,11.75,3,3,3,26.64,0.09
1800,1845,3.96,1,1,1,26.48,0.1
315,360,4.46,1,1,1,22.39,0.1
900,945,3.95,1,1,1,26.55,0.1
1080,1125,3.29,1,1,1,31.96,0.1
90,135,3.89,1,1,1,26.98,0.1
1800,1845,3.96,1,1,1,26.52,0.1
1080,1125,3.28,1,1,1,32.01,0.1
1260,1305,3.92,1,1,1,26.77,0.1
1710,1755,3.76,1,1,1,27.9,0.1
0,45,3.79,1,1,1,27.73,0.1
1665,1710,1.41,0,2,2,22.81,0.1
360,405,0.82,1,1,1,22.78,0.1
540,585,4.37,1,1,1,24.05,0.1
675,720,2.52,1,1,1,25.79,0.1
1035,1080,3.63,1,1,1,28.55,0.1
765,810,2,1,0,1,23.4,0.1
1215,1260,4.12,1,1,1,25.47,0.1
1620,1665,4.4,1,1,1,23.87,0.1
1215,1260,2.7,0,1,1,16.26,0.1
540,585,9.16,2,2,2,22.38,0.1
1890,1935,3.87,1,1,1,27.16,0.1
1710,1755,7.48,2,2,2,28.09,0.1
0,45,6.93,1,1,1,29.58,0.11
90,135,4.55,1,1,1,23.07,0.11
1170,1215,7.48,2,2,2,28.08,0.11
495,540,7.75,2,2,2,27.11,0.11
1035,1080,4.1,1,1,1,25.61,0.11
1665,1710,3.81,1,1,1,27.53,0.11
585,630,3.57,1,1,1,29.41,0.11
1080,1125,4.31,1,1,1,24.38,0.11
225,270,4.85,2,2,2,28.54,0.11
315,360,4.47,1,1,1,23.49,0.11
495,540,3.95,1,1,1,26.57,0.11
225,270,4.8,1,1,1,21.89,0.11
1035,1080,4.73,1,1,1,21.4,0.11
1530,1575,3.57,0,1,1,20.83,0.11
765,810,3.96,1,1,1,21,0.11
1260,1305,3.94,1,1,1,26.68,0.11
0,45,3.93,1,1,1,26.74,0.11
0,45,3.92,1,1,1,26.77,0.11
90,135,0.82,1,0,1,11.7,0.11
1395,1440,5.32,1,1,1,19.75,0.11
1530,1575,0.43,0,1,1,23.11,0.11
1260,1305,3.65,1,1,1,28.41,0.11
225,270,4.15,1,1,1,23.14,0.11
1080,1125,3.8,1,1,1,22.39,0.11
1350,1395,1.93,0,1,1,13.2,0.11
1440,1485,6.99,2,2,2,30.04,0.11
1710,1755,3.97,1,1,1,26.45,0.12
1530,1575,4.61,1,1,1,22.79,0.12
1710,1755,3.97,1,1,1,26.42,0.12
720,765,4.2,1,1,1,25.03,0.12
495,540,3.96,1,1,1,26.51,0.12
1035,1080,4.11,1,1,1,25.56,0.12
990,1035,9.67,3,2,3,26.79,0.12
1800,1845,3.98,1,1,1,26.41,0.12
1845,1890,4.61,1,1,1,22.34,0.12
1710,1755,3.78,1,1,1,27.74,0.12
495,540,3.4,1,1,1,30.91,0.12
1935,1980,3.9,1,1,1,26.94,0.12
1800,1845,3.97,1,1,1,26.45,0.12
1440,1485,0.33,0,1,1,21.3,0.12
360,405,3.57,1,1,1,29.4,0.12
1035,1080,0.45,1,1,1,22.59,0.12
1755,1800,3.38,1,1,1,24.7,0.12
1800,1845,4.14,1,1,1,25.37,0.12
855,900,4.63,1,1,1,22.66,0.12
1710,1755,3.7,1,1,1,28.41,0.12
450,495,233.5726495,18,5,24,38.3174748,0.502589274
495,540,177.4114464,15,4,19,40.48558939,0.558086538
540,585,220.8248486,15,5,22,38.81927258,0.5154338
585,630,347.8480644,27,8,36,39.302436,0.527801341
630,675,285.1977522,20,5,25,33.32263795,0.374736355
675,720,287.2831962,22,7,29,37.79297181,0.489163562
720,765,265.6959901,17,5,22,31.64356015,0.331756974
765,810,322.9570344,26,3,31,36.81091231,0.46402577
810,855,196.2675066,8,8,17,32.97068216,0.365727337
855,900,298.1835038,23,5,30,37.29069504,0.476306776
900,945,175.6478425,11,5,16,34.7796612,0.412031803
945,990,74.08267728,3,3,6,30.440376,0.30095905
0,45,104.8475225,6,1,8,28.1959812,0.262220836
45,90,159.2129981,16,0,16,38.1311658,0.523125165
90,135,189.0946376,15,1,16,32.5672704,0.377013698
135,180,159.5405079,10,2,14,34.0595712,0.416202476
180,225,353.906955,22,4,28,30.39622354,0.320000614
225,270,334.3825539,19,5,24,27.3689064,0.240501321
270,315,356.043467,26,2,29,31.37274869,0.345644791
315,360,324.1834305,16,8,27,32.8001376,0.383128941
360,405,293.6878077,18,4,25,32.48212147,0.374777633
405,450,338.9245301,22,4,28,31.77526937,0.356215243
450,495,243.8665803,16,2,21,33.79465646,0.409245645
495,540,278.0277227,21,0,23,31.8826631,0.359035471
540,585,304.7312718,22,1,26,32.34612628,0.371206312
585,630,386.048582,27,4,37,36.25887619,0.473957638
630,675,298.8877375,16,2,23,28.85226198,0.279455191
675,720,394.0141966,27,2,35,34.92422784,0.438908915
720,765,287.178609,15,1,21,28.66408869,0.27451364
765,810,446.2392854,30,6,39,33.36490855,0.397960189
810,855,279.7477544,16,5,23,30.46526358,0.321813649
855,900,389.0245088,29,3,33,32.62180189,0.37844573
900,945,104.8944163,8,2,10,36.11038752,0.47005823
945,990,42.07137151,2,1,3,26.3822688,0.214591584
990,1035,46.36058114,2,1,3,24.3925344,0.16233988
0,45,212.9725497,7,1,15,25.74877248,0.206633087
45,90,218.1119794,18,0,18,32.3679312,0.382687151
90,135,367.2586884,24,0,26,27.34759385,0.249157977
135,180,288.5824349,17,3,21,28.55436069,0.281255139
180,225,537.1259891,32,4,38,26.62376665,0.229905875
225,270,411.7071855,27,2,30,27.27801504,0.247307344
270,315,557.4536341,38,0,40,27.92687328,0.264565448
315,360,658.5443711,43,1,48,28.1861514,0.271461637
360,405,351.2426082,23,2,27,28.9324288,0.291310862
405,450,428.2876684,29,2,33,28.913328,0.290802825
450,495,305.6682185,16,3,22,28.1946096,0.271686605
495,540,476.8077174,25,1,34,27.77925685,0.260639198
540,585,527.4063462,27,2,38,27.47993381,0.252677909
585,630,488.2750245,30,7,42,33.42994149,0.410934128
630,675,312.8234938,12,2,22,26.19855753,0.218596312
675,720,423.4528105,30,1,36,32.877252,0.396233887
720,765,373.2480262,18,5,28,28.65115646,0.283829679
765,810,584.5571568,41,5,48,31.5534294,0.361023317
810,855,480.66968,18,5,34,26.41733873,0.224415378
855,900,481.5263856,35,1,37,29.31783879,0.301561862
900,945,91.94728514,8,1,9,36.9381024,0.504242963
945,990,84.96412021,5,0,5,21.51327168,0.093978721
990,1035,36.86816843,3,0,3,29.4656256,0.305492643
0,45,238.8430752,6,1,16,24.373332,0.196145634
45,90,196.3874945,11,2,13,24.28618265,0.193734357
90,135,269.0857729,18,1,19,26.23538728,0.247665593
135,180,189.8421431,11,0,14,27.6295104,0.28623865
180,225,351.6958455,20,4,26,27.05765871,0.270416469
225,270,419.2618583,27,0,30,26.2304784,0.247529772
270,315,359.6463222,20,4,27,27.80792,0.291174945
315,360,438.4404472,22,1,32,27.555444,0.284189356
360,405,320.5900054,18,3,24,27.747468,0.28950234
405,450,335.1897817,17,3,23,25.73169308,0.233729215
450,495,324.7779408,17,0,21,24.1108992,0.188884557
495,540,453.2583684,25,2,34,28.89912791,0.321366845
540,585,358.8153557,9,4,23,23.59676786,0.174659402
585,630,347.7485127,22,4,28,31.25171006,0.386458863
630,675,219.6877281,5,3,15,25.13283264,0.217159748
675,720,434.9790227,22,3,33,28.49070895,0.310066575
720,765,373.337304,6,8,25,25.35989645,0.223442224
765,810,404.3480938,19,3,30,27.46272384,0.281623944
810,855,385.9051595,18,4,27,26.2408416,0.247816504
855,900,297.7891031,20,1,22,27.94423025,0.294946422
900,945,128.1125289,9,1,11,33.72340451,0.454846518
945,990,68.28755017,5,0,5,26.68804416,0.260189852
990,1035,71.55121946,6,0,6,30.5610768,0.367350194
0,45,17.78233005,1,0,1,20.244816,0.395638099
180,225,16.16973827,1,0,1,22.2638112,0.482787464
315,360,12.10642028,0,0,1,29.736288,0.805334842
360,405,16.88543435,0,0,1,21.3201504,0.442054609
450,495,11.63418402,1,0,1,30.943296,0.857435006
540,585,18.12618727,0,1,1,19.860768,0.379060774
630,675,17.42347262,0,0,1,20.6617824,0.413636338
855,900,14.45940897,0,1,1,24.8972832,0.596460549
0,45,11.98261466,0,0,1,30.0435264,1
0,45,12.2145938,0,0,1,29.4729408,0.295754616
450,495,6.395399405,0,0,1,56.290464,1
495,540,11.37600518,0,0,1,31.6455552,0.352808865
855,900,30.93895072,0,3,3,41.2174944,0.604174137
0,45,27.41279701,0,1,2,28.5237936,0.270245799
45,90,104.1945325,0,9,11,39.76841978,0.565306838
90,135,92.7442056,1,5,6,24.2828064,0.158961522
135,180,15.99286537,0,2,2,46.9032336,0.752525652
180,225,37.49437376,0,3,4,44.6894712,0.694436123
225,270,28.06823273,0,2,3,39.3886944,0.555342774
270,315,36.65271632,0,4,4,41.065704,0.599347812
315,360,25.13059784,0,2,2,28.7048448,0.274996615
360,405,113.2281919,0,11,11,36.42869847,0.477671942
405,450,29.14703581,0,3,3,37.1721888,0.497181264
450,495,34.82063497,0,4,4,42.7500288,0.643544801
495,540,77.49348737,0,5,5,23.76489024,0.145371308
540,585,16.59666165,0,2,2,44.0612784,0.67795223
585,630,55.9824551,0,5,5,37.56867264,0.507585072
630,675,24.26739244,0,3,3,44.6629536,0.693740296
675,720,98.30615585,0,5,6,22.622256,0.115388377
720,765,54.33419061,0,6,6,43.0938432,0.652566554
765,810,104.0382162,0,11,13,49.07964628,0.809635117
810,855,36.07220184,0,3,3,31.6821312,0.353121152
855,900,47.9331385,0,5,5,41.45304384,0.60951168
900,945,32.880974,1,1,2,22.08276,0.101231904
945,990,34.90148149,0,5,5,52.01765568,0.886729018
990,1035,87.11513472,0,7,7,30.22379383,0.314854114
1035,1080,57.10650752,0,6,6,41.0144976,0.598004146
1080,1125,51.62496902,0,5,5,37.5708672,0.507642658
1125,1170,103.0649645,0,7,7,26.938224,0.228640164
1170,1215,60.7718882,1,6,7,46.31775634,0.737162622
1215,1260,74.67971282,0,5,5,25.35155712,0.187005736
1260,1305,78.93109577,0,7,7,34.34956663,0.423115144
1305,1350,26.688584,0,2,2,26.9821152,0.229791877
1350,1395,127.6836017,0,11,11,32.76877091,0.381634776
1395,1440,30.95390686,0,2,2,24.771096,0.17177433
1440,1485,107.389312,0,11,11,40.00982138,0.571641259
1485,1530,42.59629393,0,3,3,32.09544,0.363966451
1530,1575,106.1624046,0,9,9,31.8467232,0.357440076
1575,1620,80.38474172,0,7,7,35.1458784,0.44401051
1620,1665,10.05775566,0,1,1,35.7932736,0.460998278
1665,1710,63.48178967,0,5,5,30.65141952,0.32607509
1710,1755,59.02108786,0,4,4,25.4514096,0.189625883
1755,1800,74.71044316,0,8,8,40.6487376,0.588406537
1800,1845,51.55829018,0,2,3,21.0421728,0.073926706
1845,1890,63.02921366,0,7,7,41.84085394,0.619687887
1890,1935,12.97550349,0,2,2,55.5004224,0.978117451
0,45,43.96338737,0,4,4,35.606736,0.452297314
45,90,226.092669,1,21,23,38.86422637,0.537426245
90,135,145.9844774,0,11,12,32.017716,0.358504424
135,180,193.8568684,0,16,16,31.6064646,0.347757073
180,225,119.2356138,1,11,13,43.85237317,0.667782918
225,270,62.05712324,0,4,6,38.185344,0.519684818
270,315,164.4159814,0,18,18,41.6466528,0.610140194
315,360,141.0128065,0,10,11,29.53279244,0.293565203
360,405,194.5941142,0,17,17,34.25901798,0.417077012
405,450,232.6193154,0,20,20,32.06471616,0.359732693
450,495,220.8141906,0,23,23,39.43099534,0.552237782
495,540,193.0512412,0,17,17,35.2885248,0.44398141
90,135,7.73,1,1,1,26.52,0.17
900,945,1198.05,1,0,27,0,44.37
1035,1080,1197.72,2,0,27,0.08,44.23
1620,1665,6.99,1,1,1,29.34,0.25
0,45,6.93,1,1,1,29.58,0.11
720,765,8.7,1,1,1,23.56,0.23
1665,1710,0.55,0,1,1,25.34,0.02
1710,1755,8.06,1,1,1,25.44,0.22
90,135,4.98,2,1,2,23.54,0.03
180,225,13.6,3,4,4,23.57,0.44
720,765,4.63,1,1,1,22.67,0.14
1170,1215,7.42,2,2,2,28.29,0.09
1350,1395,6.99,2,2,2,30.06,0.07
1530,1575,4.58,1,1,1,22.91,0.09
1620,1665,3.84,1,1,1,27.37,0.14
1710,1755,3.97,1,1,1,26.45,0.12
90,135,2.33,1,1,1,22.21,0.07
270,315,3.8,1,1,1,27.6,0.08
765,810,1.96,1,1,1,19.75,0.34
90,135,3.73,1,1,1,28.17,0.08
270,315,3.39,1,1,1,30.95,0.04
585,630,4.04,1,1,1,24.96,0.13
1080,1125,4.01,1,1,1,26.19,0.08
1260,1305,7.08,2,2,2,29.67,0.08
90,135,4.55,1,1,1,23.07,0.11
270,315,3.97,1,1,1,26.43,0.08
360,405,6.67,1,2,2,22.75,0.44
1170,1215,7.48,2,2,2,28.08,0.11
1260,1305,7.24,2,2,2,29.02,0.08
1350,1395,6.98,2,2,2,30.09,0.07
1530,1575,4.61,1,1,1,22.79,0.12
1620,1665,3.77,1,1,1,27.88,0.07
1710,1755,3.97,1,1,1,26.42,0.12
720,765,4.2,1,1,1,25.03,0.12
315,360,4.57,1,1,1,22.98,0.21
360,405,2,1,0,1,18.14,0.39
405,450,0.37,0,1,1,21.56,0.02
450,495,4.48,3,3,3,20.24,0.29
495,540,3.96,1,1,1,26.51,0.12
900,945,7.81,4,4,4,20.96,0.43
990,1035,3.09,2,2,2,20.55,0.48
135,180,0.83,1,1,1,27.56,0.04
225,270,9.93,3,4,4,25.06,0.38
495,540,7.75,2,2,2,27.11,0.11
585,630,6.94,2,2,2,30.26,0.03
1035,1080,4.1,1,1,1,25.61,0.11
1215,1260,3.83,1,1,1,27.43,0.06
1395,1440,7,2,2,2,30,0.08
1665,1710,3.84,1,1,1,27.33,0.14
90,135,0.58,1,1,1,22.47,0.18
270,315,0.87,0,1,1,19.57,0.14
630,675,0.8,1,1,1,27.09,0.03
1350,1395,1.67,0,1,1,19.65,0.42
315,360,2.66,4,4,4,20.93,0.15
360,405,4.77,1,1,1,22,0.19
675,720,1.03,0,1,1,27.43,0.03
945,990,3,1,1,1,27.81,0.08
1125,1170,2.86,3,3,3,19.85,0.23
